condition_name,runs,preset_name,duration_seconds_mean,duration_seconds_min,duration_seconds_max,duration_seconds_std,failure_rate_mean,failure_rate_min,failure_rate_max,failure_rate_std,factual_correctness_mean,factual_correctness_min,factual_correctness_max,factual_correctness_std,faithfulness_mean,faithfulness_min,faithfulness_max,faithfulness_std,context_recall_mean,context_recall_min,context_recall_max,context_recall_std,context_precision_without_reference_mean,context_precision_without_reference_min,context_precision_without_reference_max,context_precision_without_reference_std
v4_prompt,3,validity_aware,502.892225,484.130473,531.080192,20.293007,0.027778,0.025000,0.033333,0.003928,0.352759,0.328621,0.365517,0.017077,0.594631,0.564681,0.612973,0.021355,0.763690,0.761019,0.767819,0.002962,0.716820,0.674775,0.744610,0.030240
