condition_name,runs,preset_name,duration_seconds_mean,duration_seconds_min,duration_seconds_max,duration_seconds_std,failure_rate_mean,failure_rate_min,failure_rate_max,failure_rate_std,factual_correctness_mean,factual_correctness_min,factual_correctness_max,factual_correctness_std,faithfulness_mean,faithfulness_min,faithfulness_max,faithfulness_std,context_recall_mean,context_recall_min,context_recall_max,context_recall_std
docs_cs1200_ov80_tickets_cs800_ov80,1,naive_combined,7806.740449,7806.740449,7806.740449,0.000000,0.019048,0.019048,0.019048,0.000000,0.207941,0.207941,0.207941,0.000000,0.494740,0.494740,0.494740,0.000000,0.641232,0.641232,0.641232,0.000000
docs_cs800_ov0_tickets_cs800_ov80,1,naive_combined,7807.052866,7807.052866,7807.052866,0.000000,0.104762,0.104762,0.104762,0.000000,0.256610,0.256610,0.256610,0.000000,0.544587,0.544587,0.544587,0.000000,0.668759,0.668759,0.668759,0.000000
docs_cs800_ov80_tickets_cs800_ov80,1,naive_combined,7073.043064,7073.043064,7073.043064,0.000000,0.057143,0.057143,0.057143,0.000000,0.220781,0.220781,0.220781,0.000000,0.600275,0.600275,0.600275,0.000000,0.633634,0.633634,0.633634,0.000000
