condition_name,runs,preset_name,duration_seconds_mean,duration_seconds_min,duration_seconds_max,duration_seconds_std,failure_rate_mean,failure_rate_min,failure_rate_max,failure_rate_std,factual_correctness_mean,factual_correctness_min,factual_correctness_max,factual_correctness_std,faithfulness_mean,faithfulness_min,faithfulness_max,faithfulness_std,context_recall_mean,context_recall_min,context_recall_max,context_recall_std
docs_cs400_ov0_tickets_cs1000_ov80,3,naive_combined,637.554807,526.979716,752.098209,91.947067,0.109524,0.023810,0.261905,0.108030,0.328661,0.312157,0.357463,0.020438,0.552417,0.494441,0.591401,0.041800,0.660386,0.645365,0.679197,0.014069
docs_cs800_ov0_tickets_cs1000_ov80,3,naive_combined,713.244346,643.722533,755.119276,49.501321,0.092063,0.038095,0.123810,0.038359,0.303874,0.291912,0.312333,0.008697,0.536211,0.517885,0.551471,0.013882,0.724601,0.695527,0.743159,0.020819
docs_cs800_ov80_tickets_cs1000_ov80,3,naive_combined,830.549776,753.699816,942.536229,80.996821,0.052381,0.023810,0.104762,0.037090,0.306315,0.303333,0.309701,0.002616,0.517441,0.509987,0.525231,0.006228,0.650162,0.622272,0.678978,0.023159
