condition_name,runs,preset_name,duration_seconds_mean,duration_seconds_min,duration_seconds_max,duration_seconds_std,failure_rate_mean,failure_rate_min,failure_rate_max,failure_rate_std,factual_correctness_mean,factual_correctness_min,factual_correctness_max,factual_correctness_std,faithfulness_mean,faithfulness_min,faithfulness_max,faithfulness_std,context_recall_mean,context_recall_min,context_recall_max,context_recall_std
combined_selected_chunking,3,naive_combined,1017.567021,955.211829,1118.129119,71.788284,0.020635,0.009524,0.038095,0.012498,0.320322,0.301029,0.335758,0.014438,0.455777,0.438030,0.490062,0.024248,0.679175,0.668181,0.690782,0.009237
